id,key,name,text,pages,Group,platform,load,translated_text
747,ptct_users_log.validation.the_no_of_male_users_must_be_numeric,en,The No. of Male Users must be numeric.,ptct_users_log,validation,any,f,पुरुष प्रयोगकर्ताहरूको सङ्ख्या संख्यात्मक हुनुपर्छ
748,ptct_users_log.validation.the_no_of_male_users_must_be_positive_value,en,The No. of Male Users must be positive value.,ptct_users_log,validation,any,f,पुरुष प्रयोगकर्ताहरूको सङ्ख्या सकारात्मक अंकमा हुनुपर्छ
749,ptct_users_log.validation.the_no_of_female_users_is_required,en,The No. of Female Users is required.,ptct_users_log,validation,any,f,महिला प्रयोगकर्ताहरूको सङ्ख्या आवश्यक छ
750,ptct_users_log.validation.the_no_of_female_must_be_numeric,en,The No. of Female must be numeric.,ptct_users_log,validation,any,f,महिला सङ्ख्या संख्यात्मक हुनुपर्छ
751,ptct_users_log.validation.the_no_of_female_must_be_positive_value,en,The No. of Female must be positive value.,ptct_users_log,validation,any,f,महिला सङ्ख्या सकारात्मक मान हुनुपर्छ
752,road_network.validation.the_road_length_must_be_a_number,en,The Road Length (m) must be a number.,road_network,validation,any,f,सडकको लम्बाइ (मी.) सङ्ख्या हुनुपर्छ
753,road_network.validation.the_carrying_width_of_the_road_must_be_a_number,en,The Carrying Width of the Road (m) must be a number.,road_network,validation,any,f,सडकको बहन चौडाई (मी.) अंकमा हुनुपर्छ
754,water_supply_network.validation.this_project_name_must_be_a_string,en,This Project Name must be a string.,water_supply_network,validation,any,f,यो परियोजनाको नाममा अक्षर हुनुपर्छ
755,water_samples.validation.the_sample_date_is_required,en,The Sample Date is required.,water_samples,validation,any,f,नमूना लिइएको मिति आवश्यक छ
756,water_samples.validation.the_sample_location_is_required,en,The Sample Location is required.,water_samples,validation,any,f,नमूना लिइएको स्थान आवश्यक छ
757,water_samples.validation.the_water_coliform_test_result_is_required,en,The Water Coliform Test Result is required.,water_samples,validation,any,f,खानेपानीमा कोलिफर्म परीक्षणको नतीजा आवश्यक छ
758,water_samples.validation.the_latitude_and_longitude_is_required,en,The Latitude and Longitude is required.,water_samples,validation,any,f,अक्षांश र देशान्तर आवश्यक छ
759,waterborne_hotspot.validation.hotspot_location_required,en,Hotspot Location required.,waterborne_hotspot,validation,any,f,उच्च जोखिम क्षेत्र आवश्यक छ
760,waterborne_hotspot.validation.date_required,en,Date required.,waterborne_hotspot,validation,any,f,मिति आवश्यक छ
761,waterborne_hotspot.validation.infected_disease_required,en,Infected Disease required.,waterborne_hotspot,validation,any,f,संक्रमित रोग आवश्यक छ
762,waterborne_hotspot.validation.number_of_male_cases_required,en,Number of Male Cases required.,waterborne_hotspot,validation,any,f,घटना संख्या (पुरुष) आवश्यक छ
763,waterborne_hotspot.validation.number_of_female_cases_required,en,Number of Female Cases required.,waterborne_hotspot,validation,any,f,महिलाको घटना संख्या आवश्यक छ
764,waterborne_hotspot.validation.number_of_other_cases_required,en,Number of Other Cases required.,waterborne_hotspot,validation,any,f,अन्य घटनाको संख्या आवश्यक छ
765,waterborne_hotspot.validation.number_of_male_cases_should_be_number,en,Number of Male Cases should be number.,waterborne_hotspot,validation,any,f,घटना संख्या (पुरुष) अंकमा हुनुपर्छ
766,waterborne_hotspot.validation.the_male_fatalities_should_be_less_than_male_cases,en,The Male Fatalities should be less than Male Cases.,waterborne_hotspot,validation,any,f,मृत्यु संख्या घटना संख्या (पुरुष) भन्दा कम हुनुपर्छ
767,waterborne_hotspot.validation.the_female_fatalities_should_be_less_than_female_cases,en,The Female Fatalities should be less than Female Cases.,waterborne_hotspot,validation,any,f,महिलाको मृत्यु संख्या महिलाको घटना संख्या भन्दा कम हुनुपर्छ
768,waterborne_hotspot.validation.the_other_fatalities_should_be_less_than_other_cases,en,The Other Fatalities should be less than Other Cases.,waterborne_hotspot,validation,any,f,अन्य मृत्युसंख्या अन्य घटना संख्या भन्दा कम हुनुपर्छ
769,roles.heading.roles,en,Roles,roles,heading,any,f,भूमिका
770,roles.button.create_role,en,Create Role,roles,button,any,f,भूमिका सिर्जना गर्नुहोस्
771,roles.heading.edit_role,en,Edit Role,roles,heading,any,f,भूमिका सम्पादन गर्नुहोस्
772,roles.label.permissions,en,Permissions,roles,label,any,f,अनुमतिहरू
773,waterborne_hotspot.validation.number_of_female_cases_should_be_number,en,Number of Female Cases should be number.,waterborne_hotspot,validation,any,f,महिलाको घटना संख्या अंकमा हुनुपर्छ
774,waterborne_hotspot.validation.number_of_other_cases_should_be_number,en,Number of Other Cases should be number.,waterborne_hotspot,validation,any,f,अन्य घटना संख्या अंकमा हुनुपर्छ
775,waterborne_hotspot.validation.the_hotspot_area_is_required,en,The Hotspot Area is required.,waterborne_hotspot,validation,any,f,उच्च जोखिम क्षेत्र आवश्यक छ
776,waterborne_cases_information.validation.the_infected_disease_name_is_required,en,The Infected Disease Name is required.,waterborne_cases_information,validation,any,f,संक्रमित रोगको नाम आवश्यक छ
777,kpi_target.validation.the_indicator_is_required,en,The Indicator is required.,kpi_target,validation,any,f,सूचक आवश्यक छ
778,map.button.zoom_in,en,Zoom In,map,button,any,f,ठुलो बनाउनु होस
779,map.button.zoom_out,en,Zoom Out,map,button,any,f,सानो बनाउनु होस
780,map.button.municipality,en,Municipality,map,button,any,f,नगरपालिका
781,map.button.info,en,Info,map,button,any,f,जानकारी
782,map.button.coordinate_information,en,Coordinate Information,map,button,any,f,जानकारीको समन्वय
783,map.button.locate_point_by_coordinate,en,Locate Point by Coordinate,map,button,any,f,निर्देशांकद्वारा बिन्दु पहिचान गर्नुहोस्
784,map.button.measure_distance,en,Measure Distance,map,button,any,f,दूरी नाप्नुहोस्
785,map.button.measure_area,en,Measure Area,map,button,any,f,क्षेत्रफल नाप्नुहोस्
786,map.button.print,en,Print,map,button,any,f,छाप्नुहोस्
787,map.button.help,en,Help,map,button,any,f,सहयोग
788,map.button.find_nearest_road,en,Find Nearest Road,map,button,any,f,नजिकको सडक खोज्नुहोस्
789,map.button.find_buildings_connected_to_containment,en,Find Buildings Connected to Containment,map,button,any,f,संकलन ट्याङ्कीमा जोडिएका भवनहरू खोज्नुहोस्
790,map.button.find_containments_connected_to_building,en,Find Containments Connected to Building,map,button,any,f,भवनमा जोडिएका संकलन ट्याङ्कीहरू खोज्नुहोस्
791,map.button.find_associated_buildings,en,Find Associated Buildings,map,button,any,f,सम्बन्धित भवनहरू खोज्नुहोस्
792,map.button.add_roads,en,Add roads,map,button,any,f,सडकहरू थप्नुहोस्
793,map.button.remove_markers,en,Remove Markers,map,button,any,f,मार्करहरू हटाउनुहोस्
794,map.label.all_wards,en,All Wards,map,label,any,f,सबै वडाहरू
795,map.label.base_layer,en,Base Layer,map,label,any,f,आधार तह
796,map.label.overlays,en,Overlays,map,label,any,f,तहहरु
797,map.label.places,en,Places,map,label,any,f,स्थानहरू
798,map.label.building,en,Building,map,label,any,f,भवन
799,map.label.sanitation_system,en,Sanitation System,map,label,any,f,सरसफाइ प्रणाली
800,map.label.toilets_pt_ct,en,Toilets PT/CT,map,label,any,f,सार्बजनिक / सामुदायिक शौचालयहरु
801,map.label.waterborne_hotspots,en,Waterborne Hotspots,map,label,any,f,पानीजन्य उच्च जोखिम क्षेत्रहरू
802,map.label.tax_payment_status,en,Tax Payment Status,map,label,any,f,कर भुक्तानी स्थिति
803,map.label.water_payment_status,en,Water Payment Status,map,label,any,f,खानेपानीको महशुल भुक्तानी स्थिति
804,map.label.solid_waste_service_status,en,Solid Waste Service Status,map,label,any,f,फोहोरमैला सेवाको स्थिति
805,map.label.ward_wise_info,en,Ward Wise Info,map,label,any,f,वडागत जानकारी
806,map.label.summarized_grids_,en,Summarized Grids (0.5 km),map,label,any,f,संक्षेप गरिएको ग्रिडहरू (०.५ किमी)
807,map.label.water_bodies,en,Water Bodies,map,label,any,f,सतही पानीहरू
808,map.label.land_use,en,Land Use,map,label,any,f,भूमि प्रयोग
809,map.label.emptied_applications_not_reached_to_treatment_plants,en,Emptied Applications not reached to Treatment Plant,map,label,any,f,प्रशोधन केंद्रमा नपुगेका खाली गरिएका निवेदनहरू
810,map.label.service_feedback,en,Service feedback,map,label,any,f,सेवा प्रतिक्रिया
811,map.label.general_tools,en,General Tools,map,label,any,f,सामान्य उपकरणहरू
812,map.label.buildings_by_structure_type,en,Buildings by Structure Type,map,label,any,f,संरचनाको प्रकार अन्तर्गत भवनहरु
813,map.label.property_tax_collection_status,en,Property Tax Collection Status,map,label,any,f,सम्पत्ति कर सङ्कलन स्थिति
814,map.label.data_export_tools,en,Data Export Tools,map,label,any,f,तथ्यांक निर्यात साधनहरु / पठाउने साधनहरु
815,map.label.filter_by_wards_export_data_set,en,Filter by Wards export Data Set,map,label,any,f,वडाबाट छानिएको तथ्यांक निर्यात गर्नुहोस्
816,map.label.building_owner_information,en,Building Owner Information,map,label,any,f,घरधनीको विवरण
817,map.label.sewers_potential_buildings,en,Sewers Potential Buildings,map,label,any,f,ढल सम्भावित भवनहरू
818,map.label.buildings_to_sewer,en,Buildings to Sewer,map,label,any,f,ढलसंग जोडिएको भवनहरु
819,map.label.builds_to_road,en,Builds to Road,map,label,any,f,सड़कसंग जोडिएको भवनहरु
820,map.label.area_population,en,Area population,map,label,any,f,छानिएको क्षेत्रमा रहेको जनसंख्या
821,map.label.summary_information_buffer_filter,en,Summary Information Buffer Filter,map,label,any,f,बफर फिल्टर प्रयोगको सारांश जानकारी
822,map.label.water_bodies_buffer_summary_information,en,Water Bodies Buffer Summary Information,map,label,any,f,बफर गरिएको सतहीपानीको सारांश जानकारी
823,map.label.wards_summary_information,en,Wards Summary Information,map,label,any,f,वडाहरुको सारांश जानकारी
824,map.label.road_buffer_summary_information,en,Road Buffer Summary Information,map,label,any,f,सडक बफर सारांश जानकारी
825,map.label.point_buffer_summary_information,en,Point Buffer Summary Information,map,label,any,f,बिन्दु बफर सारांश जानकारी
826,map.hover.service_delivery,en,Service Delivery,map,hover,any,f,सेवा वितरण
827,map.hover.find_applications,en,Find Applications,map,hover,any,f,आवेदनहरू खोज्नुहोस्
828,map.hover.emptied_applications_that_have_not_reached_to_treatment_plants,en,Emptied Applications that have not reached to Treatment Plant,map,hover,any,f,प्रशोधन केंद्रमा नपुगेका खाली गरिएका निवेदनहरू
829,map.hover.containments_proposed_to_be_emptied,en,containments proposed to be emptied,map,hover,any,f,खाली गर्न प्रस्ताव गरिएका संकलन ट्याङ्कीहरू
830,map.hover.feedback_of_custom_boundary,en,Feedback of Custom Boundary,map,hover,any,f,छानिएको सीमाको प्रतिक्रिया
831,map.hover.building_by_structure_type,en,Building by Structure Type,map,hover,any,f,संरचना प्रकार अनुसार भवनहरू
832,map.hover.property_tax_collection_iss,en,Property Tax Collection ISS,map,hover,any,f,सम्पत्ति कर संकलन सूचना सहयोग प्रणाली
833,map.hover.buildings_by_water_supply_iss,en,Buildings by Water Supply ISS,map,hover,any,f,खानेपानीको लागी जानकारी सहयोग प्रणाली अन्तर्गत भवनहरु
834,map.hover.buildings_by_solid_waste_iss,en,Buildings by Solid Waste ISS,map,hover,any,f,फोहोरमैलाको लागी जानकारी सहयोग प्रणाली अन्तर्गत भवनहरु
835,map.hover.data_export,en,Data Export,map,hover,any,f,तथ्यांक निर्यात / पठाउनु
836,map.hover.filter_by_wards,en,Filter by Wards,map,hover,any,f,वडाबाट छान्नूहोस
837,map.hover.export_data_set_of_custom_boundary,en,Export Data Set of Custom Boundary,map,hover,any,f,छानिएको सिमानाभित्र तथ्यांक एक्सपोर्ट गर्नुहोस्
838,map.hover.decision_tools,en,Decision Tools,map,hover,any,f,निर्णयका साधनहरु
839,map.hover.tax_due_buildings,en,Tax Due Buildings,map,hover,any,f,कर बाँकी भवनहरू
840,map.hover.buildings_connected_to_sewer,en,buildings connected to sewer,map,hover,any,f,ढलसंग जोडिएका भवनहरू
841,map.hover.buildings_connected_to_road,en,buildings connected to road,map,hover,any,f,सडकसंग जोडिएका भवनहरू
842,map.hover.hard_to_reach_buildings,en,Hard to Reach Buildings,map,hover,any,f,पहुँचमा गाह्रो भवनहरू
843,map.hover.building_close_to_water_bodies,en,Building Close to Water Bodies,map,hover,any,f,सतही पानीको श्रोत नजिकको भवनहरु
844,map.hover.buildings_using_community_toilets,en,Buildings using Community Toilets,map,hover,any,f,सामुदायिक शौचालय प्रयोग गर्ने भवनहरू
845,map.hover.calculate_population_in_an_area,en,Calculate population in an area,map,hover,any,f,छानिएको क्षेत्रमा जनसंख्या गणना गर्नुहोस्
846,map.generate_info.generate_information_of_buildings_and_containment_within_custom_boundary_with_buffer,en,Generate Information of Buildings and Containment within Custom Boundary with Buffer,map,generate_info,any,f,बफर भएको छानिएको सीमा भित्रका भवनहरू र संकलन ट्याङ्कीहरूको जानकारी देखाउनुहोस
847,map.generate_info.generate_information_of_buildings_and_containment_within_selected_water_body_with_buffer,en,Generate Information of Buildings and Containment within Selected Water Body with Buffer,map,generate_info,any,f,चयन गरिएको सतहीपानी बाट बफर भित्रका भवनहरु र संकलन ट्याङ्कीहरूको जानकारी देखाउनुहोस
848,map.generate_info.generate_information_of_buildings_and_containment_within_selected_ward,en,Generate Information of Buildings and Containment within Selected Ward,map,generate_info,any,f,चयन गरिएको वडा भित्रका भवनहरू र संकलन ट्याङ्कीहरूको जानकारी दिनुहोस
849,map.generate_info.generate_information_of_buildings_and_containment_within_selected_road_with_buffer,en,Generate Information of Buildings and Containment within Selected Road with Buffer,map,generate_info,any,f,बफर भएको चयन गरिएको सडक भित्रका भवनहरू र संकलन ट्याङ्कीहरूको जानकारी देखाउनुहोस
850,map.generate_info.generate_information_of_buildings_and_containment_within_selected_point_with_buffer,en,Generate Information of Buildings and Containment within Selected Point with Buffer,map,generate_info,any,f,बफर भएको चयन गरिएको बिन्दु भित्रका भवनहरू र संकलन ट्याङ्कीहरूको जानकारी देखाउनुहोस
851,kpi_target.validation.the_year_is_required,en,The Year is required.,kpi_target,validation,any,f,वर्ष आवश्यक छ
852,kpi_target.validation.the_indicator_for_the_year_is_already_present,en,The Indicator for the year is already present.,kpi_target,validation,any,f,वर्षको लागि सूचक पहिले नै उपस्थित छ
853,kpi_target.validation.the_year_must_be_an_integer,en,The Year must be an integer.,kpi_target,validation,any,f,वर्ष अंकमा हुनुपर्छ
854,map.title.failed_to_generate_url,en,Failed to generate URL!,map,title,any,f,URL बनाउन असफल भयो
855,kpi_target.validation.the_year_must_not_be_greater_than_current_year,en,The Year must not be greater than current year.,kpi_target,validation,any,f,छानिएको वर्ष हालको वर्ष भन्दा ठूलो हुनुहुँदैन
856,kpi_target.validation.the_year_must_be_in_20_format,en,The Year must be in 20** format.,kpi_target,validation,any,f,वर्ष २०** ढाँचामा हुनुपर्छ
857,kpi_target.validation.the_target_is_required,en,The Target (%) is required.,kpi_target,validation,any,f,लक्ष्य (%) मा आवश्यक छ
858,kpi_target.validation.the_target_must_be_an_integer,en,The Target (%) must be an integer.,kpi_target,validation,any,f,लक्ष्य (%) अंक हुनुपर्छ
859,users.validation.the_full_name_field_is_required,en,The Full Name field is required.,users,validation,any,f,पूरा नाम क्षेत्र आवश्यक छ
860,map.button.no,en,No!,map,button,any,f,होइन
861,map.title.nothing_to_save,en,Nothing to save!,map,title,any,f,सूरक्षीत गर्ने केही छैन
862,users.validation.the_full_name_must_not_exceed_255_characters,en,The Full Name must not exceed 255 characters.,users,validation,any,f,पूरा नाम २५५ अक्षर भन्दा बढी हुनुहुँदैन
863,users.validation.the_gender_field_is_required,en,The Gender field is required.,users,validation,any,f,लिङ्गको जानकारी आवश्यक छ
864,users.validation.the_username_field_is_required,en,The Username field is required.,users,validation,any,f,प्रयोगकर्ता नाम क्षेत्र आवश्यक छ
865,users.validation.the_username_must_not_exceed_255_characters,en,The Username must not exceed 255 characters.,users,validation,any,f,प्रयोगकर्ता नाम २५५ अक्षर भन्दा बढी हुनुहुँदैन
866,users.validation.the_username_has_already_been_taken,en,The Username has already been taken.,users,validation,any,f,प्रयोगकर्ता नाम पहिले नै लिइएको छ
867,users.validation.the_email_field_is_required,en,The Email field is required.,users,validation,any,f,इमेल आवश्यक छ
868,users.validation.the_email_format_is_invalid,en,The Email format is invalid.,users,validation,any,f,इमेल ढाँचा अमान्य छ
869,users.validation.the_email_must_not_exceed_255_characters,en,The Email must not exceed 255 characters.,users,validation,any,f,इमेल २५५ अक्षर भन्दा बढी हुनुहुँदैन
870,map.title.please_enter_number_of_days,en,Please enter number of days!,map,title,any,f,कृपया दिनहरूको सङ्ख्या प्रविष्ट गर्नुहोस्
871,map.title.please_provide_a_title,en,Please provide a title!,map,title,any,f,कृपया शीर्षक प्रदान गर्नुहोस्
872,map.title.please_select_a_date,en,Please select a date!,map,title,any,f,कृपया मिति चयन गर्नुहोस्
873,map.title.please_select_a_layer,en,Please select a layer!,map,title,any,f,कृपया तह चयन गर्नुहोस्
874,map.title.please_select_a_month,en,Please select a month!,map,title,any,f,कृपया महिना चयन गर्नुहोस्
875,map.title.please_select_a_year,en,Please select a year!,map,title,any,f,कृपया वर्ष चयन गर्नुहोस्
876,map.title.please_select_an_overlay,en,Please select an overlay!,map,title,any,f,कृपया ओभरले चयन गर्नुहोस्
877,map.title.please_select_wards_and_overlay,en,Please select wards and overlay!,map,title,any,f,कृपया वडाहरू र ओभरले चयन गर्नुहोस्!
878,map.title.please_type_keyword_to_search,en,Please type keyword to search!,map,title,any,f,कृपया खोज्नको लागि कीवर्डको प्रयोग गर्नुहोस्!
879,map.title.previous_changes_may_be_lost,en,Previous changes may be lost.,map,title,any,f,पहिलेका परिवर्तनहरू हराउन सक्छन्
880,users.validation.the_password_field_is_required,en,The password field is required.,users,validation,any,f,पासवर्ड क्षेत्र आवश्यक छ
881,users.validation.the_password_must_be_at_least_8_characters,en,The password must be at least 8 characters.,users,validation,any,f,पासवर्ड कम्तिमा ८ अक्षरको हुनुपर्छ
882,users.validation.the_password_must_contain_at_least_one_letter,en,The password must contain at least one letter.,users,validation,any,f,पासवर्डमा कम्तिमा एउटा अक्षर हुनुपर्छ
883,users.validation.the_password_must_contain_at_least_one_uppercase_and_lowercase_letter,en,The password must contain at least one uppercase and lowercase letter.,users,validation,any,f,पासवर्डमा कम्तिमा एउटा ठूलो र सानो अक्षर हुनुपर्छ
884,map.title.success,en,Success!,map,title,any,f,सफल भयो
885,map.title.the_changes_have_been_removed,en,The changes have been removed.,map,title,any,f,परिवर्तनहरू हटाइएका छन्
886,map.title.the_changes_have_been_saved,en,The changes have been saved.,map,title,any,f,परिवर्तनहरू सुरक्षित गरिएका छन्
887,map.title.the_changes_made_will_be_saved,en,The changes made will be saved,map,title,any,f,गरिएका परिवर्तनहरू सुरक्षित गरिनेछन्
888,map.title.there_was_an_error,en,There was an error!,map,title,any,f,त्रुटि भयो!
889,map.title.this_field_is_required,en,This field is required,map,title,any,f,यो क्षेत्र आवश्यक छ
890,users.validation.the_password_must_contain_at_least_one_number,en,The password must contain at least one number.,users,validation,any,f,पासवर्डमा कम्तिमा एउटा सङ्ख्या हुनुपर्छ
891,general.button.back_to_list,en,Back to List,general,button,any,f,सूचीमा फर्कनुहोस्
892,general.button.save,en,Save,general,button,any,f,सुरक्षित गर्नुहोस्
893,general.button.export_to_csv,en,Export to CSV,general,button,any,f,CSV मा एक्सपोर्ट गर्नुहोस्
894,general.button.export_to_shape_file,en,Export to Shape File,general,button,any,f,Shape फाइल मा एक्सपोर्ट गर्नुहोस्
895,general.button.export_to_kml,en,Export to KML,general,button,any,f,KML मा एक्सपोर्ट गर्नुहोस्
896,general.button.show_filter,en,Show Filter,general,button,any,f,फिल्टरको प्रयोग गर्नुहोस
897,general.button.hide_filter,en,Hide Filter,general,button,any,f,फिल्टर हटाउनु होस
898,general.button.reset,en,Reset,general,button,any,f,रिसेट गर्नुहोस्
899,general.label.actions,en,Actions,general,label,any,f,क्रियाकलापहरू
900,general.identifier.bin,en,BIN,general,identifier,any,f,BIN
901,general.identifier.code,en,Code,general,identifier,any,f,संकेत
902,general.label.date,en,Date,general,label,any,f,मिति
903,building_surveyor.label.building_information,en,Building Information,building surveyor,label,mobile,f,भवन सम्बन्धी जानकारी
904,building_surveyor.label.building_location,en,Building Location,building surveyor,label,mobile,f,भवनको स्थान
905,general.label.email,en,Email,general,label,any,f,इमेल
906,building_surveyor.label.building_map,en,Building Map,building surveyor,label,mobile,f,भवनको नक्शा
907,general.label.name,en,Name,general,label,any,f,नाम
908,general.label.location,en,Location,general,label,any,f,स्थान
909,general.label.status,en,Status,general,label,any,f,स्थिति
910,general.label.owner_gender,en,Owner Gender,general,label,any,f,घरधनीको लिङ्ग
911,general.label.owner_name,en,Owner Name,general,label,any,f,घरधनीको नाम
912,general.label.password,en,Password,general,label,any,f,पासवर्ड
913,general.label.male,en,Male,general,label,any,f,पुरुष
914,users.validation.the_password_must_contain_at_least_one_symbol,en,The password must contain at least one symbol.,users,validation,any,f,पासवर्डमा कम्तिमा एउटा प्रतीक हुनुपर्छ
915,general.label.yes,en,Yes,general,label,any,f,हो
916,general.button.edit,en,Edit,general,button,any,f,सम्पादन गर्नुहोस्
917,general.button.detail,en,Detail,general,button,any,f,विवरण
918,general.button.history,en,History,general,button,any,f,अभिलेख
919,general.button.delete,en,Delete,general,button,any,f,मेटाउनुहोस्
920,general.button.map,en,Map,general,button,any,f,नक्सा
921,general.label.sample_location,en,Sample Location,general,label,any,f,नमूना लिइएको स्थान
922,general.label.sample_date,en,Sample Date,general,label,any,f,नमूना लिइएको मिति
923,users.validation.the_password_has_been_found_in_a_data_leak_please_choose_a_different_password,en,The password has been found in a data leak. Please choose a different password.,users,validation,any,f,"चुहावत भएको तथ्यांकमा पासवर्ड फेला परेको छ, कृपया फरक पासवर्ड छान्नुहोस्"
924,users.validation.the_confirm_password_confirmation_does_not_match,en,The Confirm Password confirmation does not match.,users,validation,any,f,"पुन: राखिएको पासवर्ड, पहिलो पासवर्डसंग मिल्नुपर्छ"
925,users.validation.the_roles_field_is_required,en,The Roles field is required.,users,validation,any,f,भूमिका क्षेत्र आवश्यक छ
926,general.button.nearest_road,en,Nearest Road,general,button,any,f,नजिकको सडक
927,general.download.download_csv_template,en,Download CSV Template,general,download,any,f,CSV तालिका डाउनलोड गर्नुहोस्
928,general.button.export_unmatched_records,en,Export Unmatched Records,general,button,any,f,नमिल्ने तथ्यांकहरू एक्सपोर्ट गर्नुहोस्
929,general.button.import_from_csv,en,Import from CSV,general,button,any,f,CSV बाट आयात गर्नुहोस्
930,users.validation.the_user_type_field_is_required,en,The User Type field is required.,users,validation,any,f,प्रयोगकर्ता प्रकार क्षेत्र आवश्यक छ
931,users.validation.the_service_provider_id_is_required_when_user_type_is_service_provider,en,The Service Provider ID is required when User Type is Service Provider.,users,validation,any,f,प्रयोगकर्ता प्रकार सेवा प्रदायक हुँदा सेवा प्रदायक संकेत नम्बर आवश्यक छ
932,users.validation.the_help_desk_is_required_for_municipality_help_desk_role,en,The Help Desk is required for Municipality Help Desk role.,users,validation,any,f,नगरपालिका सहयोगी भूमिकाको लागी सहयोग कक्ष आवश्यक छ
933,general.label.length,en,Length (m),general,label,any,f,लम्बाइ (मी.)
934,general.label.diameter,en,Diameter(mm),general,label,any,f,व्यास (मी.मी.)
935,users.validation.the_help_desk_must_be_an_integer,en,The Help Desk must be an integer.,users,validation,any,f,सहयोग कक्ष अंक हुनुपर्छ
936,users.validation.the_help_desk_is_required_for_service_provider_help_desk_role,en,The Help Desk is required for Service Provider Help Desk role.,users,validation,any,f,सेवा प्रदायक सहयोगी भूमिकाको लागि सहयोग कक्षको आवश्यक छ
937,users.validation.the_status_field_is_required,en,The Status field is required.,users,validation,any,f,स्थिति क्षेत्र आवश्यक छ
938,application.validation.cannot_delete_application_that_has_associated_emptying_information,en,Cannot delete Application that has associated Emptying Information.,application,validation,any,f,सम्बन्धित खाली जानकारी भएको आवेदन मेटाउन सकिँदैन
939,application.validation.cannot_delete_application_that_has_associated_sludge_collection_information,en,Cannot delete Application that has associated Sludge Collection Information.,application,validation,any,f,सम्बन्धित स्लज सङ्कलन जानकारी भएको आवेदन मेटाउन सकिँदैन
940,application.validation.cannot_delete_application_that_has_associated_feedback_information,en,Cannot delete Application that has associated Feedback Information.,application,validation,any,f,सम्बन्धित प्रतिक्रिया जानकारी भएको आवेदन मेटाउन सकिँदैन
941,application.validation.failed_to_delete_application,en,Failed to delete Application.,application,validation,any,f,आवेदन मेटाउन असफल भयो
942,application.validation.application_deleted_successfully,en,Application deleted successfully.,application,validation,any,f,आवेदन सफलतापूर्वक मेटाइयो
943,application.validation.failed_to_export_applications,en,Failed to export applications.,application,validation,any,f,आवेदनहरू निर्यात गर्न असफल भयो
944,application.validation.error_containment_already_has_running_application,en,Error! Containment already has running Application.,application,validation,any,f,त्रुटि! संकलन ट्याङ्कीमा पहिलेकै आवेदन छ
945,application.validation.error_application_couldn't_be_created,en,Error! Application couldn't be created.,application,validation,any,f,त्रुटि! आवेदन सिर्जना गर्न सकिएन
946,application.validation.application_created_successfully,en,Application created successfully.,application,validation,any,f,आवेदन सफलतापूर्वक सिर्जना गरियो
947,application.validation.failed_to_update_application,en,Failed to update Application.,application,validation,any,f,आवेदन अध्यावधिक गर्न असफल भयो
948,application.validation.application_updated_successfully,en,Application updated successfully.,application,validation,any,f,आवेदन सफलतापूर्वक अध्याबधिक गरियो
949,application.validation.failed_to_generate_history,en,Failed to generate history.,application,validation,any,f,अभिलेख बनाऊन असफल भयो
950,application.validation.error_getting_building_details,en,Error getting building details!,application,validation,any,f,भवन विवरणहरू प्राप्त गर्न त्रुटि!
951,emptying.validation.cannot_update_emptying_information_24_hours_after_creation_please_contact_sanitation_department_for_more_information,en,Cannot update Emptying Information 24 hours after creation. Please contact Sanitation Department for more information.,emptying,validation,any,f,सिर्जना गरेको २४ घण्टा पछि खाली जानकारी अध्याबधिक गर्न सकिँदैन थप जानकारीको लागि कृपया सरसफाइ विभागमा सम्पर्क गर्नुहोस्
952,emptying.validation.cannot_delete_emptying_that_has_assocaited_sludge_collection_information,en,Cannot delete Emptying that has assocaited Sludge Collection Information.,emptying,validation,any,f,सम्बन्धित स्लज सङ्कलन जानकारी भएको खाली मेटाउन सकिँदैन
953,emptying.validation.cannot_delete_emptying_that_has_assocaited_feedback_information,en,Cannot delete Emptying that has assocaited Feedback Information.,emptying,validation,any,f,सम्बन्धित प्रतिक्रिया जानकारी भएको खाली मेटाउन सकिँदैन
954,emptying.validation.cannot_delete_emptying_information_24_hours_after_creation_please_contact_sanitation_department_for_more_information,en,Cannot delete Emptying Information 24 hours after creation. Please contact Sanitation Department for more information.,emptying,validation,any,f,सिर्जना गरेको २४ घण्टा पछि खाली जानकारी मेटाउन सकिँदैन थप जानकारीको लागि कृपया सरसफाइ विभागमा सम्पर्क गर्नुहोस्
955,emptying.validation.emptying_deleted_successfully,en,Emptying deleted successfully.,emptying,validation,any,f,खाली गर्ने कार्य सफलतापूर्वक हटाइयो
956,emptying.validation.failed_to_delete_emptying,en,Failed to delete Emptying.,emptying,validation,any,f,खाली गर्ने कार्य हटाउन असफल भयो
957,emptying.validation.failed_to_export_emptyings,en,Failed to export emptyings.,emptying,validation,any,f,खाली गर्ने कार्यहरू निर्यात गर्न असफल भयो
958,emptying.validation.emptying_service_is_already_done_for_application_id,en,Emptying service is already done for application ID:,emptying,validation,any,f,यो आवेदनको लागि फोहोर सङ्कलन सेवा पहिले नै सम्पन्न भइसकेको छ
959,emptying.validation.emptying_updated_successfully,en,Emptying updated successfully.,emptying,validation,any,f,खाली गर्ने कार्य सफलतापूर्वक अध्याबधिक गरियो
960,emptying.validation.failed_to_update_emptying,en,Failed to update Emptying.,emptying,validation,any,f,खाली गर्ने कार्य अध्याबधिक गर्न असफल भयो
